0,0
1,64
2,0
3,64
4,0
5,64
6,0
7,64
8,0
9,64
10,0
11,64
12,0
13,64
14,0
15,64
16,0
17,64
18,0
19,64
20,0
21,64
22,0
23,64
24,0
25,64
26,0
27,64
28,0
29,64
30,0
31,64
32,0
33,64
34,0
35,64
36,0
37,64
38,0
39,64
40,0
41,64
42,0
43,64
44,0
45,64
46,0
47,64
48,0
49,64
50,0
51,64
52,0
53,64
54,0
55,64
56,0
57,64
58,0
59,64
60,0
61,64
62,0
63,64
64,0
65,64
66,0
67,64
68,0
69,64
70,0
71,64
72,0
73,64
74,0
75,64
76,0
77,64
78,0
79,64
80,0
81,64
82,0
83,64
84,0
85,64
86,0
87,64
88,0
89,64
90,0
91,64
92,0
93,64
94,0
95,64
96,0
97,64
98,0
99,64
100,0
101,64
102,0
103,64
104,0
105,64
106,0
107,64
108,0
109,64
110,0
111,64
112,0
113,64
114,0
115,64
116,0
117,64
118,0
119,64
120,0
121,64
122,0
123,64
124,0
125,64
126,0
127,64
128,0
129,64
130,0
131,64
132,0
133,64
134,0
135,64
136,0
137,64
138,0
139,64
140,0
141,64
142,0
143,64
144,0
145,64
146,0
147,64
148,0
149,64
150,0
151,64
152,0
153,64
154,0
155,64
156,0
157,64
158,0
159,64
160,0
161,64
162,0
163,64
164,0
165,64
166,0
167,64
168,0
169,64
170,0
171,64
172,0
173,64
174,0
175,64
176,0
177,64
178,0
179,64
180,0
181,64
182,0
183,64
184,0
185,64
186,0
187,64
188,0
189,64
190,0
191,64
192,0
193,64
194,0
195,64
196,0
197,64
198,0
199,64
200,0
201,64
202,0
203,64
204,0
205,64
206,0
207,64
208,0
209,64
210,0
211,64
212,0
213,64
214,0
215,64
216,0
217,64
218,0
219,64
220,0
221,64
222,0
223,64
224,0
225,64
226,0
227,64
228,0
229,64
230,0
231,64
232,0
233,64
234,0
235,64
236,0
237,64
238,0
239,64
240,0
241,64
242,0
243,64
244,0
245,64
246,0
247,64
248,0
249,64
250,0
251,64
252,0
253,64
254,0
255,64
