0,0
1,1
2,64
3,65
4,0
5,1
6,64
7,65
8,0
9,1
10,64
11,65
12,0
13,1
14,64
15,65
16,0
17,1
18,64
19,65
20,0
21,1
22,64
23,65
24,0
25,1
26,64
27,65
28,0
29,1
30,64
31,65
32,0
33,1
34,64
35,65
36,0
37,1
38,64
39,65
40,0
41,1
42,64
43,65
44,0
45,1
46,64
47,65
48,0
49,1
50,64
51,65
52,0
53,1
54,64
55,65
56,0
57,1
58,64
59,65
60,0
61,1
62,64
63,65
64,0
65,1
66,64
67,65
68,0
69,1
70,64
71,65
72,0
73,1
74,64
75,65
76,0
77,1
78,64
79,65
80,0
81,1
82,64
83,65
84,0
85,1
86,64
87,65
88,0
89,1
90,64
91,65
92,0
93,1
94,64
95,65
96,0
97,1
98,64
99,65
100,0
101,1
102,64
103,65
104,0
105,1
106,64
107,65
108,0
109,1
110,64
111,65
112,0
113,1
114,64
115,65
116,0
117,1
118,64
119,65
120,0
121,1
122,64
123,65
124,0
125,1
126,64
127,65
128,0
129,1
130,64
131,65
132,0
133,1
134,64
135,65
136,0
137,1
138,64
139,65
140,0
141,1
142,64
143,65
144,0
145,1
146,64
147,65
148,0
149,1
150,64
151,65
152,0
153,1
154,64
155,65
156,0
157,1
158,64
159,65
160,0
161,1
162,64
163,65
164,0
165,1
166,64
167,65
168,0
169,1
170,64
171,65
172,0
173,1
174,64
175,65
176,0
177,1
178,64
179,65
180,0
181,1
182,64
183,65
184,0
185,1
186,64
187,65
188,0
189,1
190,64
191,65
192,0
193,1
194,64
195,65
196,0
197,1
198,64
199,65
200,0
201,1
202,64
203,65
204,0
205,1
206,64
207,65
208,0
209,1
210,64
211,65
212,0
213,1
214,64
215,65
216,0
217,1
218,64
219,65
220,0
221,1
222,64
223,65
224,0
225,1
226,64
227,65
228,0
229,1
230,64
231,65
232,0
233,1
234,64
235,65
236,0
237,1
238,64
239,65
240,0
241,1
242,64
243,65
244,0
245,1
246,64
247,65
248,0
249,1
250,64
251,65
252,0
253,1
254,64
255,65
