0,0
1,2
2,4
3,6
4,0
5,2
6,4
7,6
8,0
9,2
10,4
11,6
12,0
13,2
14,4
15,6
16,0
17,2
18,4
19,6
20,0
21,2
22,4
23,6
24,0
25,2
26,4
27,6
28,0
29,2
30,4
31,6
32,0
33,2
34,4
35,6
36,0
37,2
38,4
39,6
40,0
41,2
42,4
43,6
44,0
45,2
46,4
47,6
48,0
49,2
50,4
51,6
52,0
53,2
54,4
55,6
56,0
57,2
58,4
59,6
60,0
61,2
62,4
63,6
64,0
65,2
66,4
67,6
68,0
69,2
70,4
71,6
72,0
73,2
74,4
75,6
76,0
77,2
78,4
79,6
80,0
81,2
82,4
83,6
84,0
85,2
86,4
87,6
88,0
89,2
90,4
91,6
92,0
93,2
94,4
95,6
96,0
97,2
98,4
99,6
100,0
101,2
102,4
103,6
104,0
105,2
106,4
107,6
108,0
109,2
110,4
111,6
112,0
113,2
114,4
115,6
116,0
117,2
118,4
119,6
120,0
121,2
122,4
123,6
124,0
125,2
126,4
127,6
128,0
129,2
130,4
131,6
132,0
133,2
134,4
135,6
136,0
137,2
138,4
139,6
140,0
141,2
142,4
143,6
144,0
145,2
146,4
147,6
148,0
149,2
150,4
151,6
152,0
153,2
154,4
155,6
156,0
157,2
158,4
159,6
160,0
161,2
162,4
163,6
164,0
165,2
166,4
167,6
168,0
169,2
170,4
171,6
172,0
173,2
174,4
175,6
176,0
177,2
178,4
179,6
180,0
181,2
182,4
183,6
184,0
185,2
186,4
187,6
188,0
189,2
190,4
191,6
192,0
193,2
194,4
195,6
196,0
197,2
198,4
199,6
200,0
201,2
202,4
203,6
204,0
205,2
206,4
207,6
208,0
209,2
210,4
211,6
212,0
213,2
214,4
215,6
216,0
217,2
218,4
219,6
220,0
221,2
222,4
223,6
224,0
225,2
226,4
227,6
228,0
229,2
230,4
231,6
232,0
233,2
234,4
235,6
236,0
237,2
238,4
239,6
240,0
241,2
242,4
243,6
244,0
245,2
246,4
247,6
248,0
249,2
250,4
251,6
252,0
253,2
254,4
255,6
